,message_id,participant,utt,start_timestamp,end_timestamp,corr_utt,Label,Score,Category,Note
21,f9ba47ea-6aef-450f-9d56-8486c2d38b11,RED_ASIST_2,do you have the,8:0,8:0,,5b.6a,2.0,follow-up-question.info-request,
22,2eb63755-e786-4fda-ad8e-e9e4328f34c5,RED_ASIST_2,door room numbers for the damaged rooms,8:3,8:5,,6a+,,info-request,
23,a467ecae-10f8-4ebb-896e-e42612fa7e79,RED_ASIST_2,there was a meeting there so,08:10:00,08:11:00,,7a,,assert,
24,64d85e13-01b4-4b8d-902a-65955c2e0ea3,BLUE_ASIST2,yeah so yeah so I can start off in A1 and then go up to b 2,8:6,08:12:00,,6b,3.0,info-provide,
25,0476e2e8-6ad5-4673-9f1f-4337564c42da,GREEN_ASIST2,which meetings,08:16:00,08:16:00,,7b.8a,2.0,follow-up-question.info-request,
26,ca90eeb7-4d6a-4907-870d-d3b11f114b95,RED_ASIST_2,okay there's also a meeting there I have a list of Zoom meeting and Facilities meeting,08:13:00,08:20:00,,8b,3.0,info-provide,
27,b35f95ad-9738-4ae1-bedf-472b0a0eff23,RED_ASIST_2,okay well for this,08:23:00,08:25:00,,,,,
28,64e8126b-929e-4dcc-a076-31764932f907,GREEN_ASIST2,okay because zoom2 meeting got canceled both of the zoom or Zoom meeting and zoom2,08:20:00,08:24:00,,9a,,assert,
29,05fa19bd-4aa2-406a-bafb-86438bf13780,GREEN_ASIST2,yeah,08:28:00,08:28:00,,,,,
30,76eb6a53-1d72-48d9-a5d8-e916d82e7ac2,RED_ASIST_2,okay so there is,08:27:00,08:29:00,,9b,1.0,acknowledge,
31,8e31e138-b149-4f66-ac41-f5468a289c27,BLUE_ASIST2,clear ones we can just enter right we can just not even show up,08:28:00,08:30:00,,10a,,action-directive,
32,03d68c61-77b0-4521-8f5e-07fc4d525dc5,RED_ASIST_2,yeah so both A1 and A4 but B2 is facilities meeting,08:30:00,08:36:00,,9b+,3.0,info-provide,
33,3ecb1034-5152-4dd2-a46f-efdc67b54e8a,GREEN_ASIST2,hmm,08:37:00,08:37:00,,,,,
34,ae27fabf-c6eb-44f0-a606-cf019151652c,RED_ASIST_2,your list me all of the meetings that were canceled today,08:38:00,08:40:00,,,,,
35,5915da6c-ee19-413e-8ece-b0f776cb911d,GREEN_ASIST2,that'll be the storage reorganization the zoom meeting in the zoom2 from office,08:43:00,08:47:00,,,,,
36,446d8bdf-74a3-4f0a-a9b8-439b683a0c91,RED_ASIST_2,okay and then does,08:49:00,08:51:00,,,,,
37,b779bc04-0149-4632-a618-8e5424404b65,RED_ASIST_2,what was the other information because I have one two three four five six I have six rooms where were meetings were not cancelled where there was planned meetings and that is B2 B6 D4 F4 i2a and M1,08:57:00,09:14:00,,11a,,info-request,
38,406ff6ef-3355-45c3-bcde-28747f4b9f96,GREEN_ASIST2,so for me the technical exchange the lunch and the management have the most attendees,09:14:00,09:18:00,,,,,
39,fa116b70-5c3d-40ca-ad9e-fb7598b92e20,RED_ASIST_2,technical Exchange,09:21:00,09:21:00,,,,,
40,b066619a-5f1d-479e-b320-7cb7944f869b,BLUE_ASIST2,all the room B is mention have known damaged by the way like B6 M1 into it,09:21:00,09:28:00,,11b,3.0,info-provide,
41,aaeb5f49-c8ff-4c73-925b-1bb1f884dacb,GREEN_ASIST2,okay,09:27:00,09:27:00,,,,,
42,3fc8c35b-4f19-4a4a-9f65-5e7e50bcfb96,RED_ASIST_2,okay good to know,09:25:00,09:26:00,,11c,,acknowledge,
43,81e55060-f64d-4946-8487-1411348acce4,BLUE_ASIST2,yeah,09:29:00,09:29:00,,,,,
44,6a0d3e8f-dc81-4c94-a1d6-d44ac316c87b,GREEN_ASIST2,and I case yeah if we want to just start out doing the same strategy before here on the left side like leftmost and then just work back,09:30:00,09:36:00,,12a,,action-directive,
45,0bfac1dd-53ff-46cf-a864-b2392c143265,GREEN_ASIST2,I'm going through and marking,09:40:00,09:41:00,,12a+,,commit,
46,953276ba-5b43-4bfd-8082-cc4065969400,RED_ASIST_2,make sure to look at B2 and B6 when you have the chance because I have a feeling there's going to be critical in there,09:43:00,09:48:00,,13a,,action-directive,
47,98516cbd-24a1-4de2-89e9-513c9dd72ca7,GREEN_ASIST2,okay,09:48:00,09:48:00,,13b,1.0,accept,
48,c397b340-7939-4d12-9e18-4ecc2c4ad182,BLUE_ASIST2,yeah especially B6 that one should be pretty happy,09:50:00,09:55:00,,14a,,action-directive,
49,1038c62a-25e4-438c-a4a6-77f6565598c4,RED_ASIST_2,yeah,09:55:00,09:55:00,,14b-1,1.0,accept,
50,7ddab9c9-7382-4263-8f3f-8604a017e4bf,GREEN_ASIST2,yeah B2 is got critical in there,09:52:00,09:55:00,,14b-2.15a,1.0,accept.assert,
51,0159a1c4-3c76-4337-87d3-84fbcb62ddff,BLUE_ASIST2,yeah A1 have nothing,10:6,10:8,,15b.16a,1.0,accept.assert,
52,307559cd-c093-4405-a612-622615468818,RED_ASIST_2,make sure market with the,10:13:00,10:14:00,,17a,,action-directive,
53,b2278154-ab57-496c-9950-109baecd38cf,GREEN_ASIST2,B6 is can be six is completely covered up by gravel engineer if you want to come up here and there's critical Zone there yep sorry,10:5,10:15:00,,18a,,"assert,action-directive",
54,1cb7ec4f-b168-42c4-bc94-12a81ac537aa,RED_ASIST_2,make sure the market,10:16:00,10:16:00,,17a+,,action-directive,
55,9202a97f-8a7a-4225-95a4-ca2d25a7afd0,BLUE_ASIST2,I2 going to b 2,10:18:00,10:21:00,,19a,,commit,
56,24fd43b5-ae67-4edb-bfc0-ffe414c0bddf,GREEN_ASIST2,yeah there's loads of critical Zone over here,10:21:00,10:23:00,,19b.20a,1.0,acknowledge.assert,
57,6b7c6d25-bc9b-4233-abc3-d4647dc67c76,RED_ASIST_2,all right,10:29:00,10:29:00,,20b,1.0,acknowledge,
58,c6477c61-3552-4b5e-b2b4-c0c4396405d3,GREEN_ASIST2,awesome I'll start moving those,10:25:00,10:26:00,,20c.21a,,acknowledge.commit,
59,3deedb39-4fcd-4c18-a54e-496db7c42a56,BLUE_ASIST2,B6 is clear then we got A3 critical Zone B6 that's really a good place to start,10:39:00,10:43:00,,22a,,assert,
60,6667a93d-4f0c-4047-9474-219dd7dddde9,GREEN_ASIST2,yeah that probably the place to go,10:41:00,10:42:00,,22b-1,3.0,accept,
61,1efc8576-0530-49d3-a496-e9358992dc2a,RED_ASIST_2,yeah this is medical someone join me in B6 of bacon,10:43:00,10:50:00,,22b-2.23a,1.0,accept.action-directive,
62,9b0fde3c-e313-4dbd-b052-f3af5e2939e4,BLUE_ASIST2,yeah,10:52:00,10:52:00,,23b,1.0,accept,
63,4d02d514-62dd-40f9-89a1-6651b7eb1e1d,RED_ASIST_2,alrighty,11:7,11:7,,23c,,acknowledge,
64,aeeadc5a-5b09-451f-aa8f-3755445df656,GREEN_ASIST2,are all three of these critical,11:10:00,11:11:00,,24a,,info-request,
65,72da3622-6561-45d2-9d64-8783d3968b89,GREEN_ASIST2,okay Roger that I'll start moving them,11:13:00,11:15:00,,25a,,commit,
66,c65c790e-b2ca-49b0-a9ba-db6f557c1513,RED_ASIST_2,yep L3,11:13:00,11:14:00,,24b,2.0,info-provide,
67,b3e2acbc-fe11-4719-af64-e7e32579f905,RED_ASIST_2,engineer you close to A3 help me of the critical,11:24:00,11:28:00,,25a,,action-directive,
68,be099ff6-bdea-47c4-8fe7-623cbbb4a4a6,BLUE_ASIST2,B3,11:31:00,11:31:00,,,,,
69,d7145995-2055-4724-88e4-81dec337810f,RED_ASIST_2,oh I am also trapped in A3 A's and Adam,11:30:00,11:34:00,,25a+,,assert,
70,bd678a69-2c56-4ff1-97a9-059cd93327e5,BLUE_ASIST2,all right,11:38:00,11:39:00,,25b,1.0,"accept,acknowledge",
71,65484232-29fb-4495-9628-14650c9b4fb8,BLUE_ASIST2,all right,11:57:00,11:57:00,,25b+,1.0,"accept,acknowledge",
72,689cddf9-afa7-4b4c-997f-5fb83b08e080,RED_ASIST_2,all right there's a critical that way this way,11:58:00,11:59:00,,25c.26a,,acknowledge.assert,
73,41fe800c-9da2-4ee5-b69e-d8465f8b8900,RED_ASIST_2,I'm going to put,12:25:00,12:26:00,,27a,,commit,
74,6f3d8a72-617a-4877-8a61-84c784b4dd3d,RED_ASIST_2,the no victim sign next to the C ones just so there's a marker next to them,12:29:00,12:33:00,,27a+,,commit,
75,ddb0901c-7e13-4da7-ba36-84170f3b2649,GREEN_ASIST2,okay,12:36:00,12:36:00,,27b,1.0,acknowledge,
76,be19ab7f-674a-4e2e-9351-81c4714f4696,RED_ASIST_2,it should be clear,12:41:00,12:42:00,,28a,,assert,
77,0a057d47-abba-4f27-bccb-34eb24ffcd75,GREEN_ASIST2,another option you could do is since we don't need it right now do you want to put just like the SOS marker is down,12:41:00,12:47:00,,29a,,action-directive,
78,cf49c532-eec7-4cb3-8875-8e1c1f6a97ba,RED_ASIST_2,yeah um can someone come with me to B2,12:46:00,12:51:00,,29b.30a,1.0,accept.action-directive,
79,5281c692-7db3-4b3e-85d9-89e40c65b702,GREEN_ASIST2,I'll be back there in a sec,12:52:00,12:53:00,,30b-1,2.0,accept,
80,d463342a-64d4-4e14-ac8a-6a505165b56e,BLUE_ASIST2,D2 yeah,12:53:00,12:53:00,,30b-2,2.0,accept,
81,9b20adfb-b2c9-4544-b14d-98245ffdb597,RED_ASIST_2,engineer is coming I'm good,12:55:00,12:56:00,,31a,,assert,
82,e710d221-4461-4c1e-bdf9-5aea2dee60dd,RED_ASIST_2,right here,12:59:00,13:0,,31a+,,assert,
83,05fdb639-c055-468c-bbea-3447b9480df1,GREEN_ASIST2,okay and then yeah just the the SOS markers or something because,12:56:00,13:0,,31b.32a,1.0,accept.action-directive,
84,847a935b-24b0-4628-b093-877aafe00026,BLUE_ASIST2,if my wish were walking past everything,12:58:00,13:1,,,,,
85,89997678-dbc2-4c33-8b06-43460915c49f,RED_ASIST_2,yeah,13:1,13:1,,,,,
86,b50e434d-5f86-4675-a3d1-5e5389f5bf6b,GREEN_ASIST2,then we don't end up mistaking it for thinking we already cleared that spot,13:3,13:5,,32a+,,action-directive,
87,d3b0128b-27b7-4cab-84f6-939f9a685500,RED_ASIST_2,gotcha,13:7,13:7,,32b,1.0,accept,
88,c142385b-b59c-4e12-86f2-539490485b97,RED_ASIST_2,do you want me to put that next to the ones that,13:10:00,13:12:00,,33a,,info-request,
89,249f2028-c7f0-478e-b61e-0ae98bae5443,RED_ASIST_2,armored A and B as well,13:14:00,13:15:00,,33a+,,info-request,
90,3611c37d-608e-4ecd-87fa-3b29f1c42c4c,RED_ASIST_2,all right,13:18:00,13:18:00,,,,,
91,be802f8a-3525-441d-a7eb-68d4a1abd04a,GREEN_ASIST2,no you don't need to just the just the critical ones,13:16:00,13:19:00,,33b,3.0,info-provide,
92,fd4fc6ab-8905-44a3-b061-160756bb1e12,RED_ASIST_2,transporter was there another victim in b 1,13:21:00,13:28:00,,34a,,info-request,
93,11430d65-d933-4187-a68b-80f0e719f316,GREEN_ASIST2,I don't believe so but I have zero confidence on that,13:30:00,13:33:00,,34b,2.0,info-provide,
94,f442d379-7c76-4063-aaef-14b89127bb33,RED_ASIST_2,okay because I went through earlier and I didn't see another one so I'm marking it clear for now,13:34:00,13:39:00,,34c.35a.36a,,acknowledge.assert.commit,
95,077556a1-081c-42d0-980b-46ff5e043200,GREEN_ASIST2,okay,13:39:00,13:39:00,,35b.36b,1.0,acknowledge.acknowledge,
96,94570811-93df-4cc5-9b3c-9e19382dd5f0,GREEN_ASIST2,I can do a quick run through here in a sec,13:44:00,13:45:00,,37a,,commit,
97,3895c5f6-e71f-47c2-9b6e-5c3b32087421,BLUE_ASIST2,clear out D4 it now,13:51:00,13:53:00,,38a,,commit,
98,0744ed49-4c96-4c8e-84cf-ed1847f7bcef,GREEN_ASIST2,awesome I'm double-checking B1,13:52:00,13:54:00,,38b.39a,1.0,acknowledge.commit,
99,a88aa408-cf9e-43f7-86c8-a43f8cefa64e,BLUE_ASIST2,there is a critical and,14:3,14:4,,40a,,assert,
100,131a9051-2022-4225-bb0e-52edc90b4722,BLUE_ASIST2,critical and normal one and D4,14:5,14:6,,40a+,,assert,
101,69ee0237-e255-4720-81c2-7d0f43cf3905,GREEN_ASIST2,and then that B1 is totally clear,14:10:00,14:11:00,,39a+,,commit,
102,83812575-a042-4b76-9171-6db3ea2403ce,GREEN_ASIST2,yeah,14:17:00,14:17:00,,40b,1.0,acknowledge,
103,d914a385-702a-4e3a-81d5-5211a674e371,RED_ASIST_2,transporter do you want to look at A4 as well when you have the chance we have F4 i2a and M1,14:9,14:20:00,,41a,,action-directive,
104,e42fd177-176c-4924-bbf9-f568d56e6cee,GREEN_ASIST2,awesome I'll go and check F4 here next I'm just marking one last role of victim,14:20:00,14:25:00,,41b,3.0,accept,
105,8005e586-4729-429d-9b9d-18fbcb72a018,GREEN_ASIST2,okay,14:28:00,14:28:00,,41b+,3.0,accept,
106,3589e8a8-7cfd-4a58-a75a-4abc83ad4f80,BLUE_ASIST2,A4 has Rubble I'll come back over that one,14:25:00,14:29:00,,42a.43a,,assert.commit,
107,fc9e3434-f1cb-4f22-b64e-341b36fc0b96,GREEN_ASIST2,I'm going to move these ones down here these victims,14:30:00,14:32:00,,44a,,commit,
108,1b164749-baaa-4173-a662-00fdde44d935,RED_ASIST_2,all right,14:33:00,14:33:00,,44b,1.0,acknowledge,
109,770de2d9-6281-447f-8fab-0f44f94ee6ff,GREEN_ASIST2,medic do you need someone to wake up uh correction there's rubble down here,14:44:00,14:49:00,,45a,,info-request,
110,41ea4613-6fc7-4c10-877a-63240f53b860,GREEN_ASIST2,medic you're locked in,14:50:00,14:51:00,,46a,,assert,
111,f297b258-56ca-4174-a0f6-ab1e36304968,RED_ASIST_2,Alright noted,14:53:00,14:53:00,,45b.46b,1.0,acknowledge.acknowledge,
112,b0610913-5dc8-4ace-abe1-863b95935fca,BLUE_ASIST2,which one,14:55:00,14:55:00,,47a,,info-request,
113,64f54a8c-48c4-436d-adb8-7832e075dc66,GREEN_ASIST2,right there,14:55:00,14:55:00,,47b,1.0,info-provide,
114,e155f14d-90b0-425f-a5fa-89bece9e532b,RED_ASIST_2,I am putting a victim type A outside the door,14:56:00,14:59:00,,48a,,commit,
115,5d8e0d20-daff-4b40-bf48-68962894eb97,GREEN_ASIST2,okay I put an SOS down for you,14:59:00,15:2,,48b.49a,1.0,acknowledge.commit,
116,5e21fdef-a268-4749-934f-be04189c4f1e,RED_ASIST_2,appreciated there's also a critical victim in here someone,15:3,15:6,,49b.50a,1.0,acknowledge.assert,
117,9cba35f8-65ff-4c43-9b2a-50793b05095c,BLUE_ASIST2,c c a customer doesn't it,15:5,15:8,,51a,,info-request,
118,8d4c69b9-3b62-4386-8c11-0d89d8595c21,RED_ASIST_2,yes,15:12:00,15:12:00,,51b,1.0,info-provide,
119,9112f279-bdf1-4ed3-8f50-06849daf594b,BLUE_ASIST2,open through room country the top,15:10:00,15:13:00,,,,,
120,8b6252b7-8ca1-4fb3-8795-9cd7c91920cd,GREEN_ASIST2,I'm taking care of that a victim,15:15:00,15:16:00,,52a,,commit,
121,4769188b-adb9-438f-88e3-57e45308c4a7,RED_ASIST_2,and engineer,15:21:00,15:21:00,,,,,
122,94fadbb5-2cc2-43d9-b21a-9d47bb339f5f,GREEN_ASIST2,engineer you're on the way to the SOS right,15:20:00,15:22:00,,53a,,info-request,
123,46f8deda-e23e-42f1-be6b-4deb4b53da60,BLUE_ASIST2,yeah I'm coming,15:25:00,15:26:00,,53b,2.0,info-provide,
124,d47c71ce-fcd8-477e-9877-74df93dd3435,GREEN_ASIST2,okay,15:26:00,15:26:00,,53c,,acknowledge,
125,a89dcfbe-ebcf-4aa7-8b97-79fa3c02b3a8,RED_ASIST_2,when you come I have a critical victim in here,15:27:00,15:29:00,,54a,,assert,
126,edf6d1d8-faa4-471d-8e39-525757f12196,RED_ASIST_2,you are good,15:34:00,15:35:00,,,,,
127,ca9df326-6114-45cd-ba8d-0cdb38dd5f5c,BLUE_ASIST2,sorry I'm fine pass because the leg,15:32:00,15:33:00,,,,,
128,50791468-e602-4287-a161-72daa6a51e76,BLUE_ASIST2,C6 is clear,15:38:00,15:40:00,,55a,,assert,
129,5a43f9d3-e712-437f-abb0-b7fbf0f952fb,RED_ASIST_2,can you come in here enter here,15:40:00,15:41:00,,56a,,action-directive,
130,d2bc427c-6416-4406-af5e-86ac24f1393f,RED_ASIST_2,or yeah,15:44:00,15:45:00,,,,,
131,79be58cd-828f-4401-a17f-e58636e9181f,GREEN_ASIST2,and actually you will have an engineer you can cover door just to let us out,15:43:00,15:46:00,,57a,,action-directive,
132,0ff41d47-7949-42f2-b0fb-bb51c99946c0,GREEN_ASIST2,perfect,15:58:00,15:58:00,,,,,
133,7eb60733-e54b-438b-ba23-e9c95664f2c1,BLUE_ASIST2,the one time I Stay,15:59:00,16:0,,,,,
134,3f9151cd-cc5a-4be2-80ff-5e095e77a313,RED_ASIST_2,thank you,16:0,16:1,,,,,
135,9b5f4681-852b-4d0a-b489-9f7eafd6c2d1,RED_ASIST_2,okay,16:9,16:9,,,,,
136,e820c5ba-174a-4479-89e5-ce18e46d7c63,GREEN_ASIST2,and then yeah we've got most we got the left side clear doubt at this point,16:10:00,16:13:00,,58a,,assert,
137,0d4ed2fc-d6ce-4580-b3ec-a513ede404f3,BLUE_ASIST2,yeah,16:15:00,16:15:00,,58b-1,1.0,acknowledge,
138,b487d7c9-56b7-4caf-94ef-c259306b6ec1,GREEN_ASIST2,yo,16:17:00,16:17:00,,58b-2,1.0,acknowledge,
139,6d188c71-dec7-4842-9d27-40a3c9790a69,RED_ASIST_2,Ian just start running through the rest of the rooms engineer where are you,16:15:00,16:20:00,,59a.60a,,commit.info-request,
140,06e5da76-fff9-4d4f-9956-b4b4e7aeaae5,BLUE_ASIST2,C I was gonna go over there,16:23:00,16:24:00,,60b.59b,3.0,info-provide.accept,
141,9a6dabc5-ec42-44da-bb13-6cde4a38f9f0,BLUE_ASIST2,four,16:25:00,16:25:00,,,,,
142,7502733d-90c4-4e57-809b-a06f93027852,RED_ASIST_2,I am currently stuck in C3,16:25:00,16:27:00,,61a,,assert,
143,56bce970-dfc8-47ed-b692-34ef43fa57d2,BLUE_ASIST2,C3 k,16:29:00,16:30:00,,61b,3.0,acknowledge,
144,f2fbf481-f91f-43f1-9612-84c42990b4b1,RED_ASIST_2,and there's also a critical in here,16:30:00,16:31:00,,62a,,assert,
145,4cfb54a1-cb92-481e-aa92-133b75a16530,RED_ASIST_2,and,16:34:00,16:34:00,,,,,
146,66fe8448-9e0d-4ed7-bd32-58fe9be71df2,GREEN_ASIST2,oh shit I just realized this is going to sound,16:34:00,16:35:00,,63a,,assert,
147,1d82af2a-4fa5-42af-81a9-01643232dfd3,BLUE_ASIST2,has you been revived yet or no,16:35:00,16:36:00,,64a,,info-request,
148,0552bd15-cbb0-45c9-a458-d5cd6ca84811,RED_ASIST_2,uh no not yet I did,16:38:00,16:40:00,,64b,2.0,info-provide,
149,42bb5745-8f8e-4333-b1e8-65df6ecc4c54,RED_ASIST_2,well closer,16:47:00,16:48:00,,,,,
150,d91f3bde-29f9-433a-b024-3b7351e89663,GREEN_ASIST2,this is going to sound really dumb I just realized all the rooms have fucking labels on them,16:39:00,16:44:00,,63a+,,assert,
151,6ad26472-ba3e-4144-a953-c8079a38313b,RED_ASIST_2,engineer can you come a little closer,16:50:00,16:52:00,,64a,,action-directive,
152,7782fd65-a777-4e7d-bcd4-94cbfb6969fc,RED_ASIST_2,and engineer can you free me again,16:59:00,17:1,,64a+,,action-directive,
153,972bf4b3-9ec3-490a-9d1b-cbe08df39442,BLUE_ASIST2,perfect dude I just froze like crazy,17:4,17:6,,65a,,assert,
154,7d0f3c94-980f-4a42-8d7f-0517c698ec5b,BLUE_ASIST2,no lag Spike there,17:13:00,17:14:00,,65a+,,assert,
155,d53996b7-1c4d-450f-9f43-502d34dc43b2,BLUE_ASIST2,thanks,17:17:00,17:17:00,,,,,
156,5d90d7fa-983c-453f-a73e-eca452b82d49,BLUE_ASIST2,and this is the day,17:19:00,17:20:00,,,,,
157,305690c5-fcf8-4415-8a9b-3f8e64442f4f,BLUE_ASIST2,I'll drop them,17:22:00,17:23:00,,,,,
158,7b86ec3b-cd18-464e-a296-1f1202d34f8b,RED_ASIST_2,that is a B I have,17:18:00,17:21:00,,66a,,assert,
159,01330977-eea1-4d4b-9f9e-2f362d6d0558,RED_ASIST_2,yeah,17:31:00,17:31:00,,,,,
160,d7c107b1-b96f-46cc-9408-7d238974b298,GREEN_ASIST2,if you guys want to go into the middle if you see where I'm putting down all the SOS markers in here there's a critical behind at barrier if you want it TT mint,17:24:00,17:36:00,,67a.68a,,action-directive.assert,
161,f04c3d2f-88d5-4829-9fb1-e51b7d82d168,RED_ASIST_2,all right,17:36:00,17:37:00,,67b.68b,1.0,accept.acknowledge,
162,1847a76e-a7b3-410c-930e-e75161bdb049,RED_ASIST_2,C here,17:39:00,17:42:00,,69a,,assert,
163,ac50229b-1ef2-42b7-9449-a913c3b04ceb,GREEN_ASIST2,correction there's two critical Zone here so this would be a great place to go,17:44:00,17:46:00,,70a,,assert,
164,ad7e0b04-7304-41db-a91d-41bba628b4c8,RED_ASIST_2,I am currently in D4 and I have a critical of someone could help me,17:48:00,17:51:00,,71a.72a,,assert.action-directive,
165,af4da554-7c54-4625-aca1-792312d53776,BLUE_ASIST2,trapped,17:53:00,17:53:00,,73a,,assert,
166,43926418-99ba-49c2-b8f7-b96ed4e6b558,RED_ASIST_2,and I'm also trapped yep,17:54:00,17:55:00,,74a,,assert,
167,771aaedc-5076-456f-88ec-32e2e43ac0f7,RED_ASIST_2,all right,18:0,18:0,,73b,1.0,acknowledge,
168,99ec0073-e8a4-40e9-a334-4d5d09f87ef8,BLUE_ASIST2,her friend by there's another spot right there you can go through,17:56:00,18:0,,75a,,assert,
169,2147676f-2be4-4a1e-a8b5-7471b44776e9,RED_ASIST_2,standby this critical for me,18:4,18:5,,76a,,commit,
170,126d42d5-640f-45bd-80b6-5ebf9ef4f6c9,BLUE_ASIST2,yeah,18:7,18:7,,76b,1.0,accept,
171,0a274eb5-1040-41ab-87a3-591654d71ea3,RED_ASIST_2,thank you,18:12:00,18:13:00,,76c,,acknowledge,
172,3dd9be12-bf61-4d03-a43a-b6043bb20583,GREEN_ASIST2,yeah our map is fucked,18:21:00,18:22:00,,,,,
173,f43bdf1b-a25b-4668-bfc3-ef0c254b2d2b,BLUE_ASIST2,who who lost the GPS signal,18:20:00,18:22:00,,77a,,info-request,
174,8575808a-cd53-4b03-bf9f-be6c74b67b0a,RED_ASIST_2,that one this is a critical eye cannot see my map right now cool okay so,18:16:00,18:25:00,,78a,,assert,
175,18db0cb4-3c39-492e-9067-2a6f2fcd0b87,BLUE_ASIST2,all right so G,18:26:00,18:27:00,,78b,1.0,acknowledge,
176,9646be4e-bce5-43d6-9402-e05596cbd6fa,BLUE_ASIST2,e c,18:30:00,18:30:00,,,,,
177,6eb8a193-e5e5-4612-abea-3c518ef953ed,RED_ASIST_2,there's also a b make sure to come back for a transporter,18:33:00,18:35:00,,79a.80a,,assert.action-directive,
178,9a54e4a7-6ef2-49bf-aa56-b30f77183242,GREEN_ASIST2,yep,18:36:00,18:36:00,,79b.80b,1.0,acknowledge.acknowledge,
179,9919644b-bf8d-40f5-b7c1-3c54a885688b,BLUE_ASIST2,99,18:35:00,18:35:00,,,,,
180,14fe18ab-4c16-4b3d-88cf-2f900df2006c,RED_ASIST_2,and there was okay,18:38:00,18:40:00,,,,,
181,b4906629-4f8f-4a9f-b0df-9c97a07c56f4,GREEN_ASIST2,I swear you'd think they'd give us but better GPS has,18:47:00,18:50:00,,,,,
182,1e226391-3b2a-48b2-a9b5-e2c96f13bdbf,BLUE_ASIST2,honestly,18:51:00,18:51:00,,,,,
183,b6773faa-301f-4630-b2e9-aaf82c624e23,BLUE_ASIST2,They seized budget,18:53:00,18:53:00,,,,,
184,9c3bb75a-8e51-4bc2-b509-a0db58cd365d,RED_ASIST_2,yeah,18:56:00,18:56:00,,,,,
185,d4263944-7d49-468e-89f7-788e7bda0658,GREEN_ASIST2,whereabouts did you all end up going,18:57:00,18:58:00,,81a,,info-request,
